Member State,Product desc,country_3,Timestamp,Price,cluster_cows,cluster_costs,cluster_all
Belgium,Butter,BEL,2022,669.1178333333334,0,2,1
Portugal,Raw Milk,PRT,2022,41.862500000000004,2,1,2
Czechia,Emmental,CZE,2022,628.4595,1,2,0
Netherlands,WMP,NLD,2022,474.89090909090913,0,1,1
Czechia,Whey Powder,CZE,2022,125.6118888888889,1,2,0
Netherlands,Whey Powder,NLD,2022,109.43636363636364,0,1,1
Czechia,Gouda,CZE,2022,528.4083333333333,1,2,0
Netherlands,SMP,NLD,2022,358.6363636363636,0,1,1
Denmark,Raw Milk,DNK,2023,46.218333333333334,0,1,1
Germany,SMP,DEU,2023,250.00208333333333,0,2,1
Czechia,SMP,CZE,2023,260.02570833333334,1,2,0
Belgium,WMP,BEL,2023,355.78079166666663,0,2,1
Czechia,WMP,CZE,2023,402.1016818181819,1,2,0
Germany,WMP,DEU,2023,354.0020833333333,0,2,1
Czechia,Raw Milk,CZE,2023,45.12416666666667,1,2,0
Czechia,Whey Powder,CZE,2023,88.24983333333334,1,2,0
Germany,Raw Milk,DEU,2023,45.9275,0,2,1
Czechia,Butter,CZE,2023,611.3545833333334,1,2,0
France,Raw Milk,FRA,2023,47.29833333333334,0,2,1
Germany,Butter,DEU,2023,472.2083333333333,0,2,1
Croatia,Raw Milk,HRV,2023,49.844166666666666,2,0,2
Czechia,Edam,CZE,2023,507.4990416666667,1,2,0
Germany,Edam,DEU,2023,403.96791666666667,0,2,1
Czechia,Emmental,CZE,2023,694.8490416666667,1,2,0
Bulgaria,Raw Milk,BGR,2023,44.0325,1,0,0
Czechia,Gouda,CZE,2023,512.6097083333333,1,2,0
Germany,Emmental,DEU,2023,626.1166666666667,0,2,1
Sweden,Raw Milk,SWE,2023,42.925000000000004,2,1,2
Estonia,Raw Milk,EST,2023,43.692499999999995,1,1,0
Estonia,Edam,EST,2023,384.5987916666666,1,1,0
Austria,Emmental,AUT,2023,638.0105454545454,2,2,2
Germany,Gouda,DEU,2023,410.11337499999996,0,2,1
Estonia,Butter,EST,2023,504.4277083333333,1,1,0
Finland,Raw Milk,FIN,2023,52.40083333333333,2,0,2
Italy,Raw Milk,ITA,2023,51.850833333333334,0,1,1
Spain,Raw Milk,ESP,2023,53.050000000000004,0,1,2
Latvia,Emmental,LVA,2023,815.0147727272728,1,1,0
Latvia,Raw Milk,LVA,2023,35.744166666666665,1,1,0
Lithuania,Raw Milk,LTU,2023,37.93416666666666,1,2,0
Austria,Raw Milk,AUT,2023,51.625,2,2,2
Netherlands,Butter,NLD,2023,477.48333333333335,0,1,1
Netherlands,Raw Milk,NLD,2023,46.27166666666667,0,1,1
Belgium,Butter,BEL,2023,486.63258333333334,0,2,1
Netherlands,SMP,NLD,2023,241.5666666666667,0,1,1
Netherlands,WMP,NLD,2023,343.41249999999997,0,1,1
Netherlands,Whey Powder,NLD,2023,67.99166666666666,0,1,1
Poland,Butter,POL,2023,477.5118333333333,2,2,2
Latvia,Edam,LVA,2023,685.8504166666667,1,1,0
Poland,Edam,POL,2023,463.0287916666667,2,2,2
Slovenia,Raw Milk,SVN,2023,45.67416666666667,2,2,2
Poland,Raw Milk,POL,2023,45.721666666666664,2,2,2
Poland,SMP,POL,2023,257.274375,2,2,2
Poland,WMP,POL,2023,365.355625,2,2,2
Poland,Whey Powder,POL,2023,80.97191666666667,2,2,2
Portugal,Butter,PRT,2023,465.716875,2,1,2
Portugal,Raw Milk,PRT,2023,48.8125,2,1,2
Portugal,WMP,PRT,2023,421.4613125,2,1,2
Portugal,Whey Powder,PRT,2023,75.11087500000001,2,1,2
Romania,Raw Milk,ROU,2023,46.57916666666667,1,0,0
Poland,Gouda,POL,2023,489.68191666666667,2,2,2
Italy,Butter,ITA,2023,462.9263833333334,0,1,1
Spain,Butter,ESP,2023,551.439,0,1,2
Ireland,Butter,IRL,2023,462.57858333333337,0,2,1
Belgium,SMP,BEL,2023,257.721875,0,2,1
Belgium,Raw Milk,BEL,2023,42.850833333333334,0,2,1
Ireland,WMP,IRL,2023,329.45745833333336,0,2,1
Hungary,Raw Milk,HUN,2023,45.8825,1,0,0
Ireland,Cheddar,IRL,2023,416.78908333333334,0,2,1
Ireland,Whey Powder,IRL,2023,77.57058333333333,0,2,1
Ireland,SMP,IRL,2023,224.12683333333334,0,2,1
Germany,Whey Powder,DEU,2023,84.80624999999999,0,2,1
Ireland,Raw Milk,IRL,2023,44.038333333333334,0,2,1
Ireland,Cheddar,IRL,2024,381.1956,0,2,1
Estonia,Raw Milk,EST,2024,42.381,1,1,0
Germany,SMP,DEU,2024,247.83,0,2,1
Poland,Gouda,POL,2024,479.79915,2,2,2
Estonia,Gouda,EST,2024,517.603,1,1,0
Sweden,Raw Milk,SWE,2024,44.866,2,1,2
Poland,Raw Milk,POL,2024,47.688,2,2,2
Poland,SMP,POL,2024,249.68325,2,2,2
Belgium,SMP,BEL,2024,255.81605,0,2,1
Poland,WMP,POL,2024,383.91575,2,2,2
Slovenia,Raw Milk,SVN,2024,44.503,2,2,2
Poland,Whey Powder,POL,2024,83.83245000000001,2,2,2
Germany,Emmental,DEU,2024,585.4300000000001,0,2,1
Portugal,Butter,PRT,2024,591.1863999999999,2,1,2
Czechia,WMP,CZE,2024,389.4842,1,2,0
Germany,Whey Powder,DEU,2024,98.65,0,2,1
Romania,Raw Milk,ROU,2024,44.408,1,0,0
Czechia,Whey Powder,CZE,2024,92.01185714285714,1,2,0
Germany,WMP,DEU,2024,391.015,0,2,1
Portugal,Whey Powder,PRT,2024,72.239,2,1,2
Denmark,Raw Milk,DNK,2024,47.475,0,1,1
Czechia,SMP,CZE,2024,259.2308,1,2,0
Portugal,WMP,PRT,2024,399.2151666666666,2,1,2
Hungary,Raw Milk,HUN,2024,42.751999999999995,1,0,0
Portugal,Raw Milk,PRT,2024,43.727,2,1,2
Czechia,Raw Milk,CZE,2024,43.699,1,2,0
Poland,Edam,POL,2024,455.24390000000005,2,2,2
Ireland,Butter,IRL,2024,610.4114,0,2,1
Czechia,Gouda,CZE,2024,498.79375,1,2,0
Croatia,Butter,HRV,2024,716.0677777777778,2,0,2
Poland,Butter,POL,2024,616.01085,2,2,2
Belgium,Raw Milk,BEL,2024,45.553,0,2,1
Austria,Raw Milk,AUT,2024,49.513999999999996,2,2,2
Lithuania,Raw Milk,LTU,2024,41.45,1,2,0
Latvia,Raw Milk,LVA,2024,39.484,1,1,0
Germany,Butter,DEU,2024,653.8399999999999,0,2,1
Croatia,Raw Milk,HRV,2024,47.822,2,0,2
Ireland,WMP,IRL,2024,361.732,0,2,1
Latvia,Emmental,LVA,2024,759.0690000000001,1,1,0
Latvia,Edam,LVA,2024,669.3141499999999,1,1,0
Croatia,Edam,HRV,2024,484.25094444444443,2,0,2
Germany,Edam,DEU,2024,417.4464,0,2,1
Italy,Raw Milk,ITA,2024,50.391,0,1,1
Croatia,Gouda,HRV,2024,456.86338888888884,2,0,2
Italy,Butter,ITA,2024,649.87,0,1,1
Germany,Gouda,DEU,2024,407.3918,0,2,1
Spain,Butter,ESP,2024,662.98275,0,1,2
Czechia,Butter,CZE,2024,680.0457,1,2,0
Ireland,Whey Powder,IRL,2024,89.89840000000001,0,2,1
Finland,Raw Milk,FIN,2024,47.426,2,0,2
Netherlands,Whey Powder,NLD,2024,72.1,0,1,1
Germany,Raw Milk,DEU,2024,47.102,0,2,1
Netherlands,WMP,NLD,2024,383.65999999999997,0,1,1
Czechia,Emmental,CZE,2024,633.3695,1,2,0
Bulgaria,Raw Milk,BGR,2024,44.214999999999996,1,0,0
Netherlands,SMP,NLD,2024,242.465,0,1,1
Austria,Emmental,AUT,2024,615.20605,2,2,2
Belgium,Butter,BEL,2024,657.6572,0,2,1
Netherlands,Raw Milk,NLD,2024,48.231,0,1,1
Ireland,SMP,IRL,2024,227.39600000000002,0,2,1
Netherlands,Butter,NLD,2024,657.115,0,1,1
Spain,Raw Milk,ESP,2024,47.63,0,1,2
France,Raw Milk,FRA,2024,46.827999999999996,0,2,1
Czechia,Edam,CZE,2024,492.92515000000003,1,2,0
Ireland,Raw Milk,IRL,2024,47.596999999999994,0,2,1
